doi,filename
10.1007/BF01743803,STDB-0101500101001-1989.pdf
10.1007/BF01743804,STDB-0101500101002-1989.pdf
10.1007/BF01743805,STDB-0101500101003-1989.pdf
10.1007/BF01743806,STDB-0101500101004-1989.pdf
10.1007/BF01743807,STDB-0101500101005-1989.pdf
10.1007/BF01743808,STDB-0101500101006-1989.pdf
10.1007/BF01743809,STDB-0101500101007-1989.pdf
10.1007/BF01743810,STDB-0101500101008-1989.pdf
10.1007/BF01637663,STDB-0101500102001-1989.pdf
10.1007/BF01637664,STDB-0101500102002-1989.pdf
10.1007/BF01637665,STDB-0101500102003-1989.pdf
10.1007/BF01637666,STDB-0101500102004-1989.pdf
10.1007/BF01637667,STDB-0101500102005-1989.pdf
10.1007/BF01637668,STDB-0101500102006-1989.pdf
10.1007/BF01637669,STDB-0101500102007-1989.pdf
10.1007/BF01637670,STDB-0101500102008-1989.pdf
10.1007/BF01637671,STDB-0101500102009-1989.pdf
10.1007/BF01637334,STDB-0101500103001-1989.pdf
10.1007/BF01637335,STDB-0101500103002-1989.pdf
10.1007/BF01637336,STDB-0101500103003-1989.pdf
10.1007/BF01637337,STDB-0101500103004-1989.pdf
10.1007/BF01637338,STDB-0101500103005-1989.pdf
10.1007/BF01637339,STDB-0101500103006-1989.pdf
10.1007/BF01650949,STDB-0101500104001-1989.pdf
10.1007/BF01650950,STDB-0101500104002-1989.pdf
10.1007/BF01650951,STDB-0101500104003-1989.pdf
10.1007/BF01650952,STDB-0101500104004-1989.pdf
10.1007/BF01650953,STDB-0101500104005-1989.pdf
10.1007/BF01650954,STDB-0101500104006-1989.pdf
10.1007/BF01650955,STDB-0101500104007-1989.pdf
10.1007/BF01650956,STDB-0101500104008-1989.pdf
10.1007/BF01743515,STDB-0101500201001-1990.pdf
10.1007/BF01743516,STDB-0101500201002-1990.pdf
10.1007/BF01743517,STDB-0101500201003-1990.pdf
10.1007/BF01743518,STDB-0101500201004-1990.pdf
10.1007/BF01743519,STDB-0101500201005-1990.pdf
10.1007/BF01743520,STDB-0101500201006-1990.pdf
10.1007/BF01743521,STDB-0101500201007-1990.pdf
10.1007/BF01743522,STDB-0101500201008-1990.pdf
10.1007/BF01743523,STDB-0101500201009-1990.pdf
10.1007/BF01743524,STDB-0101500201010-1990.pdf
10.1007/BF01745455,STDB-0101500202001-1990.pdf
10.1007/BF01745456,STDB-0101500202002-1990.pdf
10.1007/BF01745457,STDB-0101500202003-1990.pdf
10.1007/BF01745458,STDB-0101500202004-1990.pdf
10.1007/BF01745459,STDB-0101500202005-1990.pdf
10.1007/BF01745460,STDB-0101500202006-1990.pdf
10.1007/BF01745461,STDB-0101500202007-1990.pdf
10.1007/BF01836562,STDB-0101500203001-1990.pdf
10.1007/BF01836563,STDB-0101500203002-1990.pdf
10.1007/BF01836564,STDB-0101500203003-1990.pdf
10.1007/BF01836565,STDB-0101500203004-1990.pdf
10.1007/BF01836566,STDB-0101500203005-1990.pdf
10.1007/BF01836567,STDB-0101500203006-1990.pdf
10.1007/BF01836568,STDB-0101500203007-1990.pdf
10.1007/BF01836569,STDB-0101500203008-1990.pdf
10.1007/BF01836570,STDB-0101500203009-1990.pdf
10.1007/BF01748223,STDB-0101500204001-1990.pdf
10.1007/BF01748224,STDB-0101500204002-1990.pdf
10.1007/BF01748225,STDB-0101500204003-1990.pdf
10.1007/BF01748226,STDB-0101500204004-1990.pdf
10.1007/BF01748227,STDB-0101500204005-1990.pdf
10.1007/BF01748228,STDB-0101500204006-1990.pdf
10.1007/BF01748229,STDB-0101500204007-1990.pdf
10.1007/BF01748230,STDB-0101500204008-1990.pdf
10.1007/BF01748231,STDB-0101500204009-1990.pdf
10.1007/BF01743484,STDB-0101500301001-1991.pdf
10.1007/BF01743485,STDB-0101500301002-1991.pdf
10.1007/BF01743486,STDB-0101500301003-1991.pdf
10.1007/BF01743487,STDB-0101500301004-1991.pdf
10.1007/BF01743488,STDB-0101500301005-1991.pdf
10.1007/BF01743489,STDB-0101500301006-1991.pdf
10.1007/BF01743490,STDB-0101500301007-1991.pdf
10.1007/BF01743491,STDB-0101500301008-1991.pdf
10.1007/BF01743492,STDB-0101500301009-1991.pdf
10.1007/BF01743275,STDB-0101500302001-1991.pdf
10.1007/BF01743276,STDB-0101500302002-1991.pdf
10.1007/BF01743277,STDB-0101500302003-1991.pdf
10.1007/BF01743278,STDB-0101500302004-1991.pdf
10.1007/BF01743279,STDB-0101500302005-1991.pdf
10.1007/BF01743280,STDB-0101500302006-1991.pdf
10.1007/BF01743281,STDB-0101500302007-1991.pdf
10.1007/BF01743282,STDB-0101500302008-1991.pdf
10.1007/BF01743283,STDB-0101500302009-1991.pdf
10.1007/BF01743069,STDB-0101500303001-1991.pdf
10.1007/BF01743070,STDB-0101500303002-1991.pdf
10.1007/BF01743071,STDB-0101500303003-1991.pdf
10.1007/BF01743072,STDB-0101500303004-1991.pdf
10.1007/BF01743073,STDB-0101500303005-1991.pdf
10.1007/BF01743074,STDB-0101500303006-1991.pdf
10.1007/BF01743075,STDB-0101500303007-1991.pdf
10.1007/BF01744055,STDB-0101500304001-1991.pdf
10.1007/BF01744056,STDB-0101500304002-1991.pdf
10.1007/BF01744057,STDB-0101500304003-1991.pdf
10.1007/BF01744058,STDB-0101500304004-1991.pdf
10.1007/BF01744059,STDB-0101500304005-1991.pdf
10.1007/BF01744060,STDB-0101500304006-1991.pdf
10.1007/BF01744061,STDB-0101500304007-1991.pdf
10.1007/BF01894076,STDB-0101500401001-1992.pdf
10.1007/BF01894077,STDB-0101500401002-1992.pdf
10.1007/BF01894078,STDB-0101500401003-1992.pdf
10.1007/BF01894079,STDB-0101500401004-1992.pdf
10.1007/BF01894080,STDB-0101500401005-1992.pdf
10.1007/BF01894081,STDB-0101500401006-1992.pdf
10.1007/BF01894082,STDB-0101500401007-1992.pdf
10.1007/BF01759918,STDB-0101500402001-1992.pdf
10.1007/BF01759919,STDB-0101500402002-1992.pdf
10.1007/BF01759920,STDB-0101500402003-1992.pdf
10.1007/BF01759921,STDB-0101500402004-1992.pdf
10.1007/BF01759922,STDB-0101500402005-1992.pdf
10.1007/BF01759923,STDB-0101500402006-1992.pdf
10.1007/BF01759924,STDB-0101500402007-1992.pdf
10.1007/BF01759925,STDB-0101500402008-1992.pdf
10.1007/BF01759926,STDB-0101500402009-1992.pdf
10.1007/BF01759927,STDB-0101500402010-1992.pdf
10.1007/BF01759928,STDB-0101500402011-1992.pdf
10.1007/BF01742734,STDB-0101500403001-1992.pdf
10.1007/BF01742735,STDB-0101500403002-1992.pdf
10.1007/BF01742736,STDB-0101500403003-1992.pdf
10.1007/BF01742737,STDB-0101500403004-1992.pdf
10.1007/BF01742738,STDB-0101500403005-1992.pdf
10.1007/BF01742739,STDB-0101500403006-1992.pdf
10.1007/BF01742740,STDB-0101500403007-1992.pdf
10.1007/BF01742741,STDB-0101500403008-1992.pdf
10.1007/BF01742742,STDB-0101500403009-1992.pdf
10.1007/BF01742743,STDB-0101500403010-1992.pdf
10.1007/BF01742744,STDB-0101500403011-1992.pdf
10.1007/BF01742745,STDB-0101500403012-1992.pdf
10.1007/BF01742746,STDB-0101500403013-1992.pdf
10.1007/BF01742747,STDB-0101500403014-1992.pdf
10.1007/BF01742748,STDB-0101500403015-1992.pdf
10.1007/BF01742749,STDB-0101500403016-1992.pdf
10.1007/BF01742750,STDB-0101500403017-1992.pdf
10.1007/BF01742751,STDB-0101500403018-1992.pdf
10.1007/BF01742752,STDB-0101500403019-1992.pdf
10.1007/BF01742753,STDB-0101500403020-1992.pdf
10.1007/BF01742754,STDB-0101500403021-1992.pdf
10.1007/BF01744686,STDB-0101500501001-1992.pdf
10.1007/BF01744687,STDB-0101500501002-1992.pdf
10.1007/BF01744688,STDB-0101500501003-1992.pdf
10.1007/BF01744689,STDB-0101500501004-1992.pdf
10.1007/BF01744690,STDB-0101500501005-1992.pdf
10.1007/BF01744691,STDB-0101500501006-1992.pdf
10.1007/BF01744692,STDB-0101500501007-1992.pdf
10.1007/BF01744693,STDB-0101500501008-1992.pdf
10.1007/BF01744694,STDB-0101500501009-1992.pdf
10.1007/BF01744695,STDB-0101500501010-1992.pdf
10.1007/BF01744696,STDB-0101500501011-1992.pdf
10.1007/BF01744697,STDB-0101500501012-1992.pdf
10.1007/BF01744698,STDB-0101500501013-1992.pdf
10.1007/BF01744699,STDB-0101500501014-1992.pdf
10.1007/BF01744700,STDB-0101500501015-1992.pdf
10.1007/BF01744701,STDB-0101500501016-1992.pdf
10.1007/BF01744702,STDB-0101500501017-1992.pdf
10.1007/BF01744703,STDB-0101500501018-1992.pdf
10.1007/BF01744704,STDB-0101500501019-1992.pdf
10.1007/BF01744705,STDB-0101500501020-1992.pdf
10.1007/BF01744706,STDB-0101500501021-1992.pdf
10.1007/BF01744707,STDB-0101500501022-1992.pdf
10.1007/BF01743349,STDB-0101500503001-1993.pdf
10.1007/BF01743350,STDB-0101500503002-1993.pdf
10.1007/BF01743351,STDB-0101500503003-1993.pdf
10.1007/BF01743352,STDB-0101500503004-1993.pdf
10.1007/BF01743353,STDB-0101500503005-1993.pdf
10.1007/BF01743354,STDB-0101500503006-1993.pdf
10.1007/BF01743355,STDB-0101500503007-1993.pdf
10.1007/BF01743356,STDB-0101500503008-1993.pdf
10.1007/BF01743357,STDB-0101500503009-1993.pdf
10.1007/BF01743358,STDB-0101500503010-1993.pdf
10.1007/BF01743359,STDB-0101500503011-1993.pdf
10.1007/BF01743580,STDB-0101500504001-1993.pdf
10.1007/BF01743581,STDB-0101500504002-1993.pdf
10.1007/BF01743582,STDB-0101500504003-1993.pdf
10.1007/BF01743583,STDB-0101500504004-1993.pdf
10.1007/BF01743584,STDB-0101500504005-1993.pdf
10.1007/BF01743585,STDB-0101500504006-1993.pdf
10.1007/BF01743586,STDB-0101500504007-1993.pdf
10.1007/BF01743587,STDB-0101500504008-1993.pdf
10.1007/BF01743588,STDB-0101500504009-1993.pdf
10.1007/BF01743589,STDB-0101500504010-1993.pdf
10.1007/BF01743590,STDB-0101500504011-1993.pdf
10.1007/BF01743591,STDB-0101500504012-1993.pdf
10.1007/BF01743168,STDB-0101500601001-1993.pdf
10.1007/BF01743169,STDB-0101500601002-1993.pdf
10.1007/BF01743170,STDB-0101500601003-1993.pdf
10.1007/BF01743171,STDB-0101500601004-1993.pdf
10.1007/BF01743172,STDB-0101500601005-1993.pdf
10.1007/BF01743173,STDB-0101500601006-1993.pdf
10.1007/BF01743174,STDB-0101500601007-1993.pdf
